ID,X,name,founded_on,region_name,country_name,city_name,country_code,acquisition_price,announced_on,announced_on_formatted,description,tot_funding,ipo_date,ipo_is_true,ipo_amount,days_to_ipo,acquisition_date,days_to_acquisition,days_to_today,days_to_LIQ,series_a_date,series_b_date,series_c_date,series_d_date,series_e_date,seed_date,angel_date,grant_date,debt_date,equity_date,unattributed_date,days_to_series_a,days_to_series_b,days_to_series_c,days_to_series_d,days_to_series_e,days_to_seed,days_to_angel,days_to_grant,days_to_debt,days_to_equity,days_to_unattributed,days_to_first_fund,days_to_last_fund,PreLiq_funding,AllLiq_funding,FoldReturn_funding,Old_Co,Succeed_co,Stale_co,AgedOut_co,zombie_co,unknown_co,Aargau,Aberdeen.City,Akershus,Alabama,Alagoas,Alaska,Alberta,Almaty,Alsace,Andalucia,Andhra.Pradesh,Anhui,Antwerpen,Aquitaine,Aragon,Arizona,Arkansas,Assam,Asturias,Auckland,Aust.Agder,Baden.Wurttemberg,Barnsley,Basel.Landschaft,Basel.Stadt,Bayern,Bedfordshire,Beijing,Belfast,Berlin,Bern,Birmingham,Brabant.Wallon,Braga,Brandenburg,Bratislava,Bretagne,Bridgend,Bristol..City.of,British.Columbia,Bromley,Brussels.Hoofdstedelijk.Gewest,Buckinghamshire,Bucuresti,Budapest,Caerphilly,California,Cambridgeshire,Canakkale,Canterbury,Cardiff,Carlow,Carmarthenshire,Castilla.y.Leon,Catalonia,Central.Region,Centre,Chernihivs.ka.Oblast.,Cheshire,Cheshire.East,Chiba,Chon.Buri,Coimbra,Coleraine,Colorado,Comunidad.Valenciana,Connecticut,Cork,Croydon,Delaware,Delhi,District.of.Columbia,Distrito.Federal,Dubai,Dublin,Dundee.City,Durham,East.Sussex,Edinburgh..City.of,Emilia.Romagna,England,Entre.Rios,Essex,Faro,Fejer,Florida,Franche.Comte,Friuli.Venezia.Giulia,Galicia,Galway,Gelderland,Geneve,Georgia,Glasgow.City,Goias,Grad.Sofiya,Groningen,Guangdong,Gujarat,Gwynedd,HaDarom,HaMerkaz,HaZafon,Hainan,Hainaut,Hamburg,Hampshire,Harjumaa,Haryana,Haute.Normandie,Hawaii,Hebei,Hefa,Heilongjiang,Herefordshire,Hertford,Hessen,Hlavni.mesto.Praha,Hokkaido,Hong.Kong.Island,Hounslow,Hovedstaden,Hubei,Hunan,Idaho,Ile.de.France,Illinois,Inch.on.jikhalsi,Indiana,Ioannina,Iowa,Islamabad,Islas.Baleares,Jalisco,Jiangsu,Kanagawa,Kansas,Karnataka,Kent,Kentucky,Kerry,Krung.Thep,Kuala.Lumpur,Lancashire,Languedoc.Roussillon,Lazio,Leeds,Leicester,Leiria,Liaoning,Liege,Lima,Limburg,Limousin,Lisboa,Liverpool,Lombardia,Louisiana,Luxembourg,Madhya.Pradesh,Madrid,Maharashtra,Maine,Manchester,Manitoba,Maryland,Massachusetts,Mazowieckie,Mecklenburg.Vorpommern,Michigan,Midi.Pyrenees,Midland,Midlothian,Midtjylland,Milton.Keynes,Minnesota,Mississippi,Missouri,Montana,Moscow.City,Murcia,NA...Puerto.Rico,NA...South.Africa,Namur,Navarra,Nebraska,Nevada,New.Brunswick,New.Hampshire,New.Jersey,New.Mexico,New.South.Wales,New.York,Newcastle.upon.Tyne,Newport,Nicosia,Niederosterreich,Niedersachsen,Nigde,Noord.Brabant,Noord.Holland,Nord.Pas.de.Calais,Nordjylland,Nordrhein.Westfalen,North.Carolina,North.Dakota,North.Lanarkshire,North.Yorkshire,Nottingham,Nova.Scotia,Nuevo.Leon,Ohio,Okinawa,Oklahoma,Ontario,Oost.Vlaanderen,Oregon,Osaka,Oslo,Ostergotlands.Lan,Ostfold,Otago,Oulu,Overijssel,Oxfordshire,Pais.Vasco,Pangasinan,Parana,Pays.de.la.Loire,Pennsylvania,Pest,Piaui,Piemonte,Plymouth,Porto,Provence.Alpes.Cote.d.Azur,Quebec,Queensland,Reading,Region.Metropolitana,Renfrewshire,Rheinland.Pfalz,Rhode.Island,Rhone.Alpes,Riga,Rio.Grande.do.Sul,Rio.de.Janeiro,Rogaland,Saarland,Sachsen,Sachsen.Anhalt,Santa.Catarina,Sao.Paulo,Sardegna,Schleswig.Holstein,Schwyz,Scottish.Borders..The,Seoul.t.ukpyolsi,Setubal,Shaanxi,Shanghai,Shanxi,Sheffield,Sichuan,Skane.Lan,Sligo,Somerset,Sor.Trondelag,South.Australia,South.Carolina,South.Dakota,Southampton,Southern.Finland,Steiermark,Stirling,Stockholms.Lan,Stoke.on.Trent,Sulawesi.Tengah,Surrey,Syddanmark,T.ai.pei,T.ai.wan,Taejon.jikhalsi,Tamil.Nadu,Tartu,Tartumaa,Tel.Aviv,Tennessee,Texas,Thuringen,Ticino,Tipperary,Tirol,Tokyo,Toscana,Troms,Tunis,Uppsala.Lan,Utah,Utrecht,Uttar.Pradesh,Vastra.Gotaland,Vaud,Victoria,Vilniaus.Apskritis,Virginia,Vlaams.Brabant,Vojvodina,Washington,West.Bengal,West.Lothian,West.Virginia,Western.Finland,Wicklow,Wien,Wiltshire,Wisconsin,Wyoming,Yerushalayim,York,Zhejiang,Zug,Zuid.Holland,Zurich,ipoed,ipoed_num,liquidated,mostly_sci,founded_year,pre_ipo_funding,.imp,.id,n_relationships,n_markets,n_locations,healthcare,pharmaceuticals,medical,diagnostic,devices,wellness,technology,information.technology,days_to_end,found_yr,n_people,n_scientists,paperCt,Max_collab,citMax,per_sci_team,citSum,collabTot,isRecession
3004,4746,Three Rivers Pharmaceuticals,1/1/00,Pennsylvania,United States,Warrendale,USA,NA,20090421,21-Apr-09,"Three Rivers Pharmaceuticals, LLC develops, manufactures, and markets generic pharmaceutical drug products in the United States and",6555000,NA,FALSE,NA,NA,NA,NA,5950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/30/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1113,NA,1113,1113,6555000,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2000,NA,1,4746,9,1,3,0,0,0,0,0,0,0,0,5950,2000,7,3,20,1,5,0,1,117,No
3005,4747,EnSolve Biosystems,1/1/95,North Carolina,United States,Raleigh,USA,NA,20091201,1-Dec-09,"EnSolve Biosystems, Inc. is a biotechnology company that develops and manufactures solutions for filtering and cleaning maritime and",3.00E+05,NA,FALSE,NA,NA,NA,NA,7776,NA,NA,12/2/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,501,3.00E+05,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,1995,NA,1,4747,9,1,3,0,0,0,0,0,0,0,0,7776,1995,1,0,134,81,34,0.333333333,1377,104,No
3006,4750,FlowCo,1/1/07,Indiana,United States,Indianapolis,USA,NA,20100618,18-Jun-10,FlowCo is a medical device company developing products to improve the flow of blood through the vascular system.,3.00E+06,NA,FALSE,NA,NA,NA,NA,3393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00E+06,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2007,NA,1,4750,9,1,3,0,0,0,0,0,0,0,0,3393,2007,3,1,159,54,19,0.333333333,741,485,No
3007,4752,Purkinje Farms,1/15/14,Florida,United States,Coconut Creek,USA,NA,20141115,15-Nov-14,I have invented a full function artificial heart implant.,5000,NA,FALSE,NA,NA,NA,NA,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2014,NA,1,4752,9,2,3,0,0,1,0,0,0,0,0,822,2014,2,1,3,37,3,0.5,6,280,No
3008,4757,EaglEyeMed,1/1/11,California,United States,Santa Clara,USA,NA,20130808,8-Aug-13,EaglEyeMed develops next generation products for transformational health care delivery.,6.00E+05,NA,FALSE,NA,NA,NA,NA,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/22/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,NA,725,725,6.00E+05,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2011,NA,1,4757,9,1,3,0,0,0,0,0,0,0,0,1932,2011,1,0,1,10,21,0,299,238,Yes
3009,4760,Ion Healthcare,1/1/05,Virginia,United States,Richmond,USA,NA,20090424,24-Apr-09,"Ion Healthcare Corporation, a sleep apnea disease management company, provides services to identify, diagnose, treat, and follow-up sleep",200249935,NA,FALSE,NA,NA,NA,NA,4123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200249935,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2005,NA,1,4760,9,1,3,0,0,0,0,0,0,0,0,4123,2005,4,4,68,27,11,0.7,66,760,No
3010,4763,Ingenium Pharamceutical,1/1/98,Bayern,Germany,Martinsried,DEU,NA,20080609,9-Jun-08,"Ingenium Pharmaceuticals GmbH, founded 1998 as a spin-off from the German Human Genome Project, is a subsidiary of the integrated drug",NA,NA,FALSE,NA,NA,NA,NA,6680,NA,9/11/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1679,1679,NA,0,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,1998,NA,1,4763,9,1,3,0,0,0,0,0,0,0,0,6680,1998,3,0,1,18,3,0,47,16,No
3011,4765,MuciMed,1/1/05,Michigan,United States,Kalamazoo,USA,NA,20110608,8-Jun-11,MuciMed engages in the development of mucin proteins for the treatment of gastrointestinal disease.,2.00E+05,NA,FALSE,NA,NA,NA,NA,4123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00E+05,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2005,NA,1,4765,9,1,3,0,0,0,0,0,0,0,0,4123,2005,1,0,22,29,1,0,41,112,No
3012,4768,Axxess Pharma,1/1/97,Ontario,Canada,Markham,CAN,NA,20140730,30-Jul-14,"Axxess Pharma is a pharmaceutical company offering dermatological, therapeutic nutritional, pain management and diagnostic products.",2.00E+06,NA,FALSE,NA,NA,NA,NA,7045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/19/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1063,NA,1063,1063,2.00E+06,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,1997,NA,1,4768,9,1,3,0,0,0,0,0,0,0,0,7045,1997,5,4,136,88,30,0.8,640,932,No
3013,4769,Savyon Diagnostics,1/1/01,HaDarom,Israel,Ashdod,ISR,NA,NA,NA,High quality diagnostic kits and systems for the detection of infectious diseases.,NA,NA,FALSE,NA,NA,NA,NA,5584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/25/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,51,51,NA,0,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2001,NA,1,4769,9,3,3,0,0,0,1,1,0,0,0,5584,2001,2,0,38,13,14,0,385,97,Yes
3014,4772,Helios Innovative Technologies,1/1/12,New York,United States,Syracuse,USA,NA,20130410,10-Apr-13,"Helios Innovative Technologies, an infection control company, provides sterilization systems to prevent healthcare acquired infections.",500009,NA,FALSE,NA,NA,NA,NA,1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500009,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,No,No,2012,NA,1,4772,9,1,3,0,0,0,0,0,0,0,0,1567,2012,4,2,990,240,66,0.333333333,16100,4684,No
